. Sequence file : [Blattabacteria16S.phy]

. Model of nucleotides substitution : GTR

. Initial tree : [BioNJ]


. Data	Nb of 	Likelihood	Discrete   	Number of 	Gamma shape	Proportion of	Nucleotides frequencies               	Instantaneous rate matrix              	
  set	taxa	loglk     	gamma model	categories	parameter  	invariant    	f(A)      f(C)      f(G)      f(T)    	[A---------C---------G---------T------]	

      	     	          	           	          	           	             	                                      	 0.33477   0.63988   0.15044  -1.12509  

  #259	21   	-7543.31207	Yes        	4        	0.237    	0.000    	 0.28073   0.18022   0.27816   0.26090	-1.00202   0.10539   0.58696   0.30967  
      	     	          	           	          	           	             	                                      	 0.16416  -1.12626   0.08214   0.87995  
      	     	          	           	          	           	             	                                      	 0.59239   0.05322  -0.80854   0.16293  
      	     	          	           	          	           	             	                                      	 0.33320   0.60784   0.17371  -1.11474  

  #260	21   	-7451.66655	Yes        	4        	0.256    	0.000    	 0.28858   0.19439   0.26827   0.24876	-1.02031   0.09281   0.62986   0.29763  
      	     	          	           	          	           	             	                                      	 0.13778  -0.96143   0.08122   0.74243  
      	     	          	           	          	           	             	                                      	 0.67753   0.05885  -0.90581   0.16944  
      	     	          	           	          	           	             	                                      	 0.34527   0.58016   0.18273  -1.10816  

  #261	21   	-7596.08216	Yes        	4        	0.270    	0.000    	 0.27618   0.19000   0.28663   0.24719	-1.01179   0.08631   0.64621   0.27927  
      	     	          	           	          	           	             	                                      	 0.12546  -0.96634   0.12987   0.71100  
      	     	          	           	          	           	             	                                      	 0.62264   0.08608  -0.92085   0.21213  
      	     	          	           	          	           	             	                                      	 0.31201   0.54649   0.24598  -1.10448  

  #262	21   	-7740.77533	Yes        	4        	0.272    	0.000    	 0.28048   0.20268   0.26803   0.24881	-0.99946   0.10219   0.60987   0.28741  
      	     	          	           	          	           	             	                                      	 0.14141  -0.95915   0.06377   0.75397  
      	     	          	           	          	           	             	                                      	 0.63819   0.04822  -0.88763   0.20123  
      	     	          	           	          	           	             	                                      	 0.32399   0.61417   0.21677  -1.15493  

  #263	21   	-7533.44872	Yes        	4        	0.222    	0.000    	 0.26640   0.19759   0.29519   0.24082	-1.07209   0.10508   0.62843   0.33857  
      	     	          	           	          	           	             	                                      	 0.14167  -0.98255   0.09746   0.74342  
      	     	          	           	          	           	             	                                      	 0.56715   0.06524  -0.79581   0.16343  
      	     	          	           	          	           	             	                                      	 0.37455   0.60999   0.20033  -1.18486  

  #264	21   	-7688.34255	Yes        	4        	0.193    	0.000    	 0.27752   0.20408   0.27255   0.24585	-1.07300   0.10258   0.64804   0.32238  
      	     	          	           	          	           	             	                                      	 0.13949  -0.91413   0.04016   0.73448  
      	     	          	           	          	           	             	                                      	 0.65987   0.03007  -0.85186   0.16192  
      	     	          	           	          	           	             	                                      	 0.36392   0.60967   0.17950  -1.15310  

  #265	21   	-7378.99314	Yes        	4        	0.214    	0.000    	 0.28519   0.20075   0.27781   0.23625	-0.91648   0.06919   0.54849   0.29880  
      	     	          	           	          	           	             	                                      	 0.09829  -1.00263   0.08257   0.82177  
      	     	          	           	          	           	             	                                      	 0.56306   0.05967  -0.82819   0.20546  
      	     	          	           	          	           	             	                                      	 0.36070   0.69831   0.24160  -1.30062  

  #266	21   	-7486.27064	Yes        	4        	0.236    	0.000    	 0.27424   0.19274   0.29546   0.23756	-1.08928   0.11391   0.66106   0.31431  
      	     	          	           	          	           	             	                                      	 0.16208  -0.92600   0.11118   0.65274  
      	     	          	           	          	           	             	                                      	 0.61358   0.07253  -0.86900   0.18290  
      	     	          	           	          	           	             	                                      	 0.36284   0.52958   0.22747  -1.11990  

  #267	21   	-7363.79578	Yes        	4        	0.240    	0.000    	 0.28883   0.19083   0.28479   0.23555	-0.98054   0.12131   0.58269   0.27653  
      	     	          	           	          	           	             	                                      	 0.18361  -1.11777   0.09444   0.83972  
      	     	          	           	          	           	             	                                      	 0.59097   0.06328  -0.78952   0.13526  
      	     	          	           	          	           	             	                                      	 0.33909   0.68031   0.16354  -1.18294  

  #268	21   	-7481.19263	Yes        	4        	0.226    	0.000    	 0.27875   0.18860   0.28081   0.25184	-1.01909   0.09555   0.58739   0.33615  
      	     	          	           	          	           	             	                                      	 0.14122  -1.05730   0.06269   0.85338  
      	     	          	           	          	           	             	                                      	 0.58307   0.04211  -0.77887   0.15369  
      	     	          	           	          	           	             	                                      	 0.37206   0.63908   0.17137  -1.18252  

  #269	21   	-7703.46246	Yes        	4        	0.259    	0.000    	 0.28573   0.19726   0.27296   0.24405	-0.92388   0.10689   0.55326   0.26373  
      	     	          	           	          	           	             	                                      	 0.15484  -1.09011   0.08877   0.84650  
      	     	          	           	          	           	             	                                      	 0.57914   0.06415  -0.83207   0.18877  
      	     	          	           	          	           	             	                                      	 0.30878   0.68419   0.21114  -1.20411  

  #270	21   	-7688.63611	Yes        	4        	0.238    	0.000    	 0.29833   0.20083   0.27951   0.22133	-0.93713   0.09601   0.54725   0.29387  
      	     	          	           	          	           	             	                                      	 0.14262  -0.99476   0.06222   0.78992  
      	     	          	           	          	           	             	                                      	 0.58410   0.04471  -0.80515   0.17634  
      	     	          	           	          	           	             	                                      	 0.39610   0.71675   0.22270  -1.33555  

  #271	21   	-7482.41159	Yes        	4        	0.283    	0.000    	 0.27815   0.20422   0.27718   0.24045	-1.05128   0.13718   0.61064   0.30347  
      	     	          	           	          	           	             	                                      	 0.18684  -1.01347   0.12267   0.70396  
      	     	          	           	          	           	             	                                      	 0.61277   0.09038  -0.84304   0.13989  
      	     	          	           	          	           	             	                                      	 0.35104   0.59787   0.16126  -1.11018  

  #272	21   	-7600.69181	Yes        	4        	0.261    	0.000    	 0.28259   0.20246   0.27970   0.23525	-1.04844   0.09267   0.65070   0.30507  
      	     	          	           	          	           	             	                                      	 0.12935  -0.96741   0.09668   0.74138  
      	     	          	           	          	           	             	                                      	 0.65742   0.06999  -0.84914   0.12174  
      	     	          	           	          	           	             	                                      	 0.36645   0.63804   0.14473  -1.14922  

  #273	21   	-7278.24230	Yes        	4        	0.263    	0.000    	 0.28140   0.19381   0.29064   0.23415	-0.95720   0.10545   0.56915   0.28260  
      	     	          	           	          	           	             	                                      	 0.15310  -1.11095   0.13786   0.81998  
      	     	          	           	          	           	             	                                      	 0.55106   0.09193  -0.79783   0.15484  
      	     	          	           	          	           	             	                                      	 0.33963   0.67872   0.19219  -1.21055  

  #274	21   	-7473.36264	Yes        	4        	0.223    	0.000    	 0.27665   0.20487   0.27561   0.24286	-1.10032   0.10608   0.76820   0.22604  
      	     	          	           	          	           	             	                                      	 0.14325  -0.90427   0.09650   0.66452  
      	     	          	           	          	           	             	                                      	 0.77111   0.07174  -0.98681   0.14397  
      	     	          	           	          	           	             	                                      	 0.25749   0.56057   0.16338  -0.98144  

  #275	21   	-7356.63875	Yes        	4        	0.236    	0.000    	 0.27780   0.21641   0.26623   0.23956	-1.08596   0.11952   0.60636   0.36007  
      	     	          	           	          	           	             	                                      	 0.15343  -0.88199   0.06970   0.65885  
      	     	          	           	          	           	             	                                      	 0.63271   0.05666  -0.84207   0.15271  
      	     	          	           	          	           	             	                                      	 0.41755   0.59518   0.16971  -1.18244  

  #276	21   	-7536.39397	Yes        	4        	0.246    	0.000    	 0.28943   0.20777   0.27361   0.22919	-0.97573   0.09631   0.57639   0.30303  
      	     	          	           	          	           	             	                                      	 0.13417  -0.93924   0.11119   0.69388  
      	     	          	           	          	           	             	                                      	 0.60973   0.08443  -0.87809   0.18393  
      	     	          	           	          	           	             	                                      	 0.38268   0.62901   0.21956  -1.23125  

  #277	21   	-7632.97711	Yes        	4        	0.269    	0.000    	 0.26552   0.18347   0.30353   0.24748	-1.07190   0.11217   0.65593   0.30380  
      	     	          	           	          	           	             	                                      	 0.16233  -1.09243   0.08496   0.84513  
      	     	          	           	          	           	             	                                      	 0.57379   0.05136  -0.77256   0.14741  
      	     	          	           	          	           	             	                                      	 0.32595   0.62655   0.18079  -1.13328  

  #278	21   	-7323.90957	Yes        	4        	0.216    	0.000    	 0.27257   0.19689   0.29513   0.23541	-1.17354   0.12365   0.67061   0.37928  
      	     	          	           	          	           	             	                                      	 0.17118  -0.87862   0.08666   0.62078  
      	     	          	           	          	           	             	                                      	 0.61936   0.05781  -0.81555   0.13837  
      	     	          	           	          	           	             	                                      	 0.43915   0.51921   0.17347  -1.13183  

  #279	21   	-7406.36533	Yes        	4        	0.227    	0.000    	 0.27698   0.18897   0.28815   0.24590	-0.92793   0.08527   0.56850   0.27416  
      	     	          	           	          	           	             	                                      	 0.12499  -1.10812   0.10898   0.87415  
      	     	          	           	          	           	             	                                      	 0.54647   0.07147  -0.81644   0.19851  
      	     	          	           	          	           	             	                                      	 0.30881   0.67177   0.23261  -1.21319  

  #280	21   	-7360.48368	Yes        	4        	0.236    	0.000    	 0.29107   0.19366   0.28063   0.23464	-1.03160   0.08311   0.62682   0.32167  
      	     	          	           	          	           	             	                                      	 0.12492  -0.94085   0.08136   0.73458  
      	     	          	           	          	           	             	                                      	 0.65014   0.05614  -0.85494   0.14866  
      	     	          	           	          	           	             	                                      	 0.39903   0.60629   0.17780  -1.18312  

  #281	21   	-7420.32081	Yes        	4        	0.222    	0.000    	 0.29015   0.21000   0.27807   0.22178	-0.97081   0.05871   0.63933   0.27277  
      	     	          	           	          	           	             	                                      	 0.08112  -0.90631   0.12614   0.69906  
      	     	          	           	          	           	             	                                      	 0.66710   0.09526  -0.92429   0.16193  
      	     	          	           	          	           	             	                                      	 0.35685   0.66194   0.20302  -1.22182  

  #282	21   	-7625.68410	Yes        	4        	0.226    	0.000    	 0.27827   0.20130   0.27545   0.24499	-1.01511   0.13823   0.57938   0.29751  
      	     	          	           	          	           	             	                                      	 0.19108  -1.06272   0.10143   0.77021  
      	     	          	           	          	           	             	                                      	 0.58531   0.07412  -0.81217   0.15273  
      	     	          	           	          	           	             	                                      	 0.33792   0.63284   0.17172  -1.14248  

  #283	21   	-7264.92373	Yes        	4        	0.228    	0.000    	 0.27115   0.20828   0.26844   0.25213	-1.03323   0.11628   0.59314   0.32381  
      	     	          	           	          	           	             	                                      	 0.15138  -1.01603   0.05753   0.80711  
      	     	          	           	          	           	             	                                      	 0.59913   0.04464  -0.79186   0.14809  
      	     	          	           	          	           	             	                                      	 0.34823   0.66672   0.15767  -1.17262  

  #284	21   	-7350.53464	Yes        	4        	0.200    	0.000    	 0.27595   0.19715   0.29000   0.23690	-1.11042   0.12003   0.69356   0.29683  
      	     	          	           	          	           	             	                                      	 0.16800  -0.93402   0.12279   0.64323  
      	     	          	           	          	           	             	                                      	 0.65994   0.08348  -0.89019   0.14677  
      	     	          	           	          	           	             	                                      	 0.34575   0.53529   0.17967  -1.06071  

  #285	21   	-7406.44715	Yes        	4        	0.242    	0.000    	 0.28025   0.20311   0.27354   0.24310	-1.02127   0.08787   0.59490   0.33850  
      	     	          	           	          	           	             	                                      	 0.12124  -0.92274   0.07591   0.72560  
      	     	          	           	          	           	             	                                      	 0.60950   0.05637  -0.85229   0.18642  
      	     	          	           	          	           	             	                                      	 0.39024   0.60624   0.20976  -1.20624  

  #286	21   	-7487.17696	Yes        	4        	0.257    	0.000    	 0.28666   0.18469   0.28483   0.24383	-1.01351   0.06023   0.62890   0.32438  
      	     	          	           	          	           	             	                                      	 0.09348  -0.98511   0.10074   0.79089  
      	     	          	           	          	           	             	                                      	 0.63295   0.06532  -0.85554   0.15727  
      	     	          	           	          	           	             	                                      	 0.38137   0.59906   0.18372  -1.16415  

  #287	21   	-7639.00886	Yes        	4        	0.247    	0.000    	 0.28897   0.18864   0.27720   0.24518	-1.07524   0.11125   0.67243   0.29155  
      	     	          	           	          	           	             	                                      	 0.17042  -0.97005   0.07682   0.72281  
      	     	          	           	          	           	             	                                      	 0.70098   0.05228  -0.89193   0.13867  
      	     	          	           	          	           	             	                                      	 0.34363   0.55614   0.15678  -1.05656  

  #288	21   	-7739.01303	Yes        	4        	0.245    	0.000    	 0.27163   0.20320   0.27940   0.24578	-1.00554   0.08771   0.58304   0.33479  
      	     	          	           	          	           	             	                                      	 0.11724  -0.96600   0.05830   0.79046  
      	     	          	           	          	           	             	                                      	 0.56682   0.04240  -0.80394   0.19472  
      	     	          	           	          	           	             	                                      	 0.36999   0.65351   0.22136  -1.24486  

  #289	21   	-7252.75325	Yes        	4        	0.219    	0.000    	 0.28749   0.19543   0.27734   0.23974	-1.15270   0.08871   0.72933   0.33466  
      	     	          	           	          	           	             	                                      	 0.13049  -0.89034   0.09772   0.66213  
      	     	          	           	          	           	             	                                      	 0.75600   0.06886  -0.89741   0.07255  
      	     	          	           	          	           	             	                                      	 0.40130   0.53974   0.08392  -1.02496  

  #290	21   	-7992.20239	Yes        	4        	0.218    	0.000    	 0.27925   0.20207   0.28096   0.23772	-1.01342   0.09048   0.60466   0.31828  
      	     	          	           	          	           	             	                                      	 0.12504  -0.94988   0.08867   0.73616  
      	     	          	           	          	           	             	                                      	 0.60098   0.06377  -0.84387   0.17912  
      	     	          	           	          	           	             	                                      	 0.37390   0.62577   0.21170  -1.21137  

  #291	21   	-7551.08101	Yes        	4        	0.251    	0.000    	 0.28641   0.18832   0.28857   0.23671	-1.00142   0.12470   0.58641   0.29031  
      	     	          	           	          	           	             	                                      	 0.18966  -1.07826   0.10206   0.78654  
      	     	          	           	          	           	             	                                      	 0.58203   0.06661  -0.80750   0.15887  
      	     	          	           	          	           	             	                                      	 0.35126   0.62575   0.19367  -1.17068  

  #292	21   	-7790.08224	Yes        	4        	0.232    	0.000    	 0.29372   0.18058   0.28401   0.24169	-1.00324   0.12241   0.61306   0.26777  
      	     	          	           	          	           	             	                                      	 0.19911  -1.07043   0.08965   0.78168  
      	     	          	           	          	           	             	                                      	 0.63402   0.05700  -0.85998   0.16895  
      	     	          	           	          	           	             	                                      	 0.32542   0.58402   0.19854  -1.10798  

  #293	21   	-7537.37441	Yes        	4        	0.227    	0.000    	 0.29059   0.18944   0.27201   0.24796	-0.98042   0.09302   0.57066   0.31674  
      	     	          	           	          	           	             	                                      	 0.14268  -1.03875   0.08031   0.81576  
      	     	          	           	          	           	             	                                      	 0.60964   0.05593  -0.83229   0.16672  
      	     	          	           	          	           	             	                                      	 0.37119   0.62324   0.18289  -1.17732  

  #294	21   	-7650.16549	Yes        	4        	0.256    	0.000    	 0.28610   0.21084   0.27571   0.22735	-1.06869   0.13533   0.63789   0.29548  
      	     	          	           	          	           	             	                                      	 0.18364  -0.86939   0.07862   0.60714  
      	     	          	           	          	           	             	                                      	 0.66193   0.06012  -0.90217   0.18012  
      	     	          	           	          	           	             	                                      	 0.37184   0.56305   0.21844  -1.15332  

  #295	21   	-7497.05731	Yes        	4        	0.259    	0.000    	 0.27936   0.19806   0.27282   0.24976	-0.94786   0.12026   0.50429   0.32332  
      	     	          	           	          	           	             	                                      	 0.16963  -1.10715   0.12350   0.81402  
      	     	          	           	          	           	             	                                      	 0.51637   0.08966  -0.78754   0.18152  
      	     	          	           	          	           	             	                                      	 0.36164   0.64551   0.19828  -1.20543  

  #296	21   	-7129.18044	Yes        	4        	0.238    	0.000    	 0.27532   0.19222   0.29245   0.24001	-1.01073   0.10301   0.61275   0.29497  
      	     	          	           	          	           	             	                                      	 0.14754  -1.07957   0.10948   0.82255  
      	     	          	           	          	           	             	                                      	 0.57687   0.07196  -0.79439   0.14555  
      	     	          	           	          	           	             	                                      	 0.33837   0.65878   0.17736  -1.17450  

  #297	21   	-7990.25569	Yes        	4        	0.273    	0.000    	 0.28400   0.18968   0.28723   0.23910	-1.03978   0.10272   0.65708   0.27997  
      	     	          	           	          	           	             	                                      	 0.15380  -0.94158   0.10291   0.68487  
      	     	          	           	          	           	             	                                      	 0.64969   0.06796  -0.91012   0.19247  
      	     	          	           	          	           	             	                                      	 0.33255   0.54331   0.23122  -1.10707  

  #298	21   	-7640.49083	Yes        	4        	0.235    	0.000    	 0.27741   0.20749   0.27742   0.23768	-1.08116   0.12645   0.60820   0.34651  
      	     	          	           	          	           	             	                                      	 0.16906  -0.95828   0.08430   0.70491  
      	     	          	           	          	           	             	                                      	 0.60817   0.06305  -0.80216   0.13094  
      	     	          	           	          	           	             	                                      	 0.40442   0.61537   0.15283  -1.17262  

  #299	21   	-7433.15904	Yes        	4        	0.268    	0.000    	 0.28375   0.19804   0.27906   0.23915	-1.05933   0.11610   0.69074   0.25249  
      	     	          	           	          	           	             	                                      	 0.16635  -0.95060   0.07841   0.70583  
      	     	          	           	          	           	             	                                      	 0.70235   0.05564  -0.91604   0.15805  
      	     	          	           	          	           	             	                                      	 0.29957   0.58449   0.18442  -1.06848  

  #300	21   	-7658.09782	Yes        	4        	0.270    	0.000    	 0.28993   0.19697   0.28423   0.22887	-0.92024   0.09431   0.58419   0.24174  
      	     	          	           	          	           	             	                                      	 0.13883  -1.09743   0.12526   0.83334  
      	     	          	           	          	           	             	                                      	 0.59591   0.08681  -0.83886   0.15614  
      	     	          	           	          	           	             	                                      	 0.30623   0.71717   0.19390  -1.21730  

  #301	21   	-7856.22967	Yes        	4        	0.233    	0.000    	 0.28008   0.21811   0.25805   0.24376	-1.05286   0.10045   0.66546   0.28695  
      	     	          	           	          	           	             	                                      	 0.12899  -0.85294   0.09066   0.63329  
      	     	          	           	          	           	             	                                      	 0.72226   0.07662  -0.98186   0.18297  
      	     	          	           	          	           	             	                                      	 0.32971   0.56664   0.19370  -1.09005  

  #302	21   	-7861.56226	Yes        	4        	0.240    	0.000    	 0.27852   0.19491   0.28553   0.24104	-1.08386   0.10618   0.62903   0.34865  
      	     	          	           	          	           	             	                                      	 0.15173  -0.96991   0.06724   0.75094  
      	     	          	           	          	           	             	                                      	 0.61359   0.04590  -0.79485   0.13536  
      	     	          	           	          	           	             	                                      	 0.40288   0.60723   0.16034  -1.17045  

  #303	21   	-7538.06369	Yes        	4        	0.252    	0.000    	 0.27721   0.19438   0.27146   0.25695	-1.01912   0.11657   0.60911   0.29344  
      	     	          	           	          	           	             	                                      	 0.16624  -1.03889   0.11630   0.75636  
      	     	          	           	          	           	             	                                      	 0.62201   0.08328  -0.88160   0.17631  
      	     	          	           	          	           	             	                                      	 0.31658   0.57219   0.18627  -1.07504  

  #304	21   	-7721.80984	Yes        	4        	0.259    	0.000    	 0.27747   0.21433   0.27221   0.23599	-0.95764   0.09208   0.57327   0.29229  
      	     	          	           	          	           	             	                                      	 0.11920  -0.99230   0.11650   0.75660  
      	     	          	           	          	           	             	                                      	 0.58434   0.09173  -0.84930   0.17324  
      	     	          	           	          	           	             	                                      	 0.34366   0.68715   0.19982  -1.23062  

  #305	21   	-7405.30110	Yes        	4        	0.246    	0.000    	 0.26653   0.20534   0.28177   0.24635	-1.13958   0.11982   0.69650   0.32326  
      	     	          	           	          	           	             	                                      	 0.15552  -0.85258   0.07283   0.62422  
      	     	          	           	          	           	             	                                      	 0.65884   0.05308  -0.90047   0.18855  
      	     	          	           	          	           	             	                                      	 0.34974   0.52031   0.21566  -1.08571  

  #306	21   	-7609.29994	Yes        	4        	0.226    	0.000    	 0.27385   0.19629   0.28331   0.24656	-1.09869   0.11618   0.68388   0.29863  
      	     	          	           	          	           	             	                                      	 0.16208  -1.00510   0.07655   0.76647  
      	     	          	           	          	           	             	                                      	 0.66105   0.05303  -0.83287   0.11878  
      	     	          	           	          	           	             	                                      	 0.33169   0.61019   0.13649  -1.07837  

  #307	21   	-7370.47250	Yes        	4        	0.278    	0.000    	 0.27878   0.19560   0.29203   0.23359	-1.01409   0.13627   0.58016   0.29766  
      	     	          	           	          	           	             	                                      	 0.19422  -0.98813   0.08484   0.70907  
      	     	          	           	          	           	             	                                      	 0.55383   0.05683  -0.82298   0.21233  
      	     	          	           	          	           	             	                                      	 0.35525   0.59374   0.26546  -1.21444  

  #308	21   	-7628.87717	Yes        	4        	0.233    	0.000    	 0.26812   0.22110   0.27346   0.23732	-1.15220   0.10674   0.72904   0.31643  
      	     	          	           	          	           	             	                                      	 0.12943  -0.77238   0.08208   0.56087  
      	     	          	           	          	           	             	                                      	 0.71481   0.06637  -0.96005   0.17886  
      	     	          	           	          	           	             	                                      	 0.35749   0.52255   0.20610  -1.08614  

  #309	21   	-7538.22382	Yes        	4        	0.246    	0.000    	 0.27711   0.20052   0.28892   0.23345	-1.13445   0.15931   0.69108   0.28406  
      	     	          	           	          	           	             	                                      	 0.22016  -0.97806   0.07142   0.68648  
      	     	          	           	          	           	             	                                      	 0.66284   0.04957  -0.82889   0.11648  
      	     	          	           	          	           	             	                                      	 0.33719   0.58967   0.14416  -1.07102  

  #310	21   	-7408.80235	Yes        	4        	0.202    	0.000    	 0.27571   0.19868   0.28187   0.24375	-1.04147   0.11457   0.63015   0.29675  
      	     	          	           	          	           	             	                                      	 0.15899  -0.97817   0.10153   0.71764  
      	     	          	           	          	           	             	                                      	 0.61637   0.07156  -0.86571   0.17778  
      	     	          	           	          	           	             	                                      	 0.33566   0.58494   0.20558  -1.12617  

  #311	21   	-7288.38948	Yes        	4        	0.259    	0.000    	 0.29865   0.19689   0.25794   0.24652	-0.90916   0.09341   0.54251   0.27325  
      	     	          	           	          	           	             	                                      	 0.14169  -1.01066   0.09836   0.77062  
      	     	          	           	          	           	             	                                      	 0.62813   0.07508  -0.92569   0.22248  
      	     	          	           	          	           	             	                                      	 0.33102   0.61547   0.23278  -1.17927  

  #312	21   	-7658.92790	Yes        	4        	0.265    	0.000    	 0.28833   0.18928   0.27792   0.24447	-0.98670   0.11086   0.60506   0.27079  
      	     	          	           	          	           	             	                                      	 0.16887  -1.11314   0.10275   0.84152  
      	     	          	           	          	           	             	                                      	 0.62771   0.06998  -0.83001   0.13232  
      	     	          	           	          	           	             	                                      	 0.31937   0.65155   0.15042  -1.12134  

  #313	21   	-7380.23670	Yes        	4        	0.228    	0.000    	 0.28512   0.19709   0.26023   0.25756	-0.98803   0.12168   0.61821   0.24813  
      	     	          	           	          	           	             	                                      	 0.17603  -1.03909   0.09500   0.76806  
      	     	          	           	          	           	             	                                      	 0.67733   0.07195  -0.93448   0.18519  
      	     	          	           	          	           	             	                                      	 0.27468   0.58774   0.18712  -1.04954  

  #314	21   	-7733.83642	Yes        	4        	0.241    	0.000    	 0.28276   0.20433   0.26561   0.24731	-1.09540   0.10688   0.65413   0.33439  
      	     	          	           	          	           	             	                                      	 0.14791  -0.86467   0.06769   0.64907  
      	     	          	           	          	           	             	                                      	 0.69636   0.05207  -0.91340   0.16497  
      	     	          	           	          	           	             	                                      	 0.38232   0.53625   0.17718  -1.09575  

  #315	21   	-7344.18447	Yes        	4        	0.225    	0.000    	 0.28813   0.20195   0.29043   0.21948	-1.00423   0.06827   0.65995   0.27602  
      	     	          	           	          	           	             	                                      	 0.09740  -0.83816   0.08001   0.66075  
      	     	          	           	          	           	             	                                      	 0.65472   0.05564  -0.92056   0.21020  
      	     	          	           	          	           	             	                                      	 0.36236   0.60798   0.27815  -1.24848  

  #316	21   	-7458.44633	Yes        	4        	0.279    	0.000    	 0.28317   0.21192   0.26715   0.23776	-1.01048   0.08533   0.58559   0.33956  
      	     	          	           	          	           	             	                                      	 0.11402  -0.91423   0.09039   0.70982  
      	     	          	           	          	           	             	                                      	 0.62072   0.07171  -0.85817   0.16574  
      	     	          	           	          	           	             	                                      	 0.40442   0.63268   0.18622  -1.22332  

  #317	21   	-7425.54051	Yes        	4        	0.278    	0.000    	 0.29250   0.19401   0.28387   0.22962	-0.94026   0.10456   0.57595   0.25975  
      	     	          	           	          	           	             	                                      	 0.15764  -1.11937   0.09902   0.86271  
      	     	          	           	          	           	             	                                      	 0.59346   0.06768  -0.79637   0.13523  
      	     	          	           	          	           	             	                                      	 0.33088   0.72891   0.16718  -1.22696  

  #318	21   	-7723.75645	Yes        	4        	0.223    	0.000    	 0.28607   0.19054   0.27056   0.25283	-1.00524   0.09886   0.59713   0.30926  
      	     	          	           	          	           	             	                                      	 0.14842  -1.03940   0.13180   0.75919  
      	     	          	           	          	           	             	                                      	 0.63135   0.09282  -0.88186   0.15770  
      	     	          	           	          	           	             	                                      	 0.34991   0.57213   0.16876  -1.09079  

  #319	21   	-7254.91555	Yes        	4        	0.229    	0.000    	 0.27823   0.19822   0.28335   0.24020	-0.95150   0.06199   0.60642   0.28309  
      	     	          	           	          	           	             	                                      	 0.08701  -1.07526   0.08280   0.90545  
      	     	          	           	          	           	             	                                      	 0.59546   0.05792  -0.79234   0.13896  
      	     	          	           	          	           	             	                                      	 0.32791   0.74720   0.16392  -1.23903  

  #320	21   	-7460.69028	Yes        	4        	0.252    	0.000    	 0.27822   0.19635   0.29522   0.23022	-1.06838   0.11192   0.61136   0.34509  
      	     	          	           	          	           	             	                                      	 0.15859  -0.95077   0.07888   0.71329  
      	     	          	           	          	           	             	                                      	 0.57616   0.05247  -0.78855   0.15993  
      	     	          	           	          	           	             	                                      	 0.41705   0.60836   0.20509  -1.23050  

  #321	21   	-7798.18870	Yes        	4        	0.233    	0.000    	 0.28402   0.18995   0.29539   0.23063	-0.97484   0.08098   0.61838   0.27547  
      	     	          	           	          	           	             	                                      	 0.12108  -1.02107   0.10253   0.79746  
      	     	          	           	          	           	             	                                      	 0.59459   0.06593  -0.83713   0.17662  
      	     	          	           	          	           	             	                                      	 0.33924   0.65678   0.22621  -1.22224  

  #322	21   	-7392.87637	Yes        	4        	0.239    	0.000    	 0.27967   0.19244   0.29338   0.23452	-0.97289   0.11183   0.61540   0.24566  
      	     	          	           	          	           	             	                                      	 0.16251  -1.15211   0.09617   0.89343  
      	     	          	           	          	           	             	                                      	 0.58665   0.06308  -0.77748   0.12775  
      	     	          	           	          	           	             	                                      	 0.29295   0.73312   0.15981  -1.18588  

  #323	21   	-7333.71406	Yes        	4        	0.217    	0.000    	 0.28525   0.17764   0.28439   0.25272	-1.03252   0.07938   0.68009   0.27305  
      	     	          	           	          	           	             	                                      	 0.12747  -1.04215   0.08026   0.83442  
      	     	          	           	          	           	             	                                      	 0.68213   0.05013  -0.88344   0.15118  
      	     	          	           	          	           	             	                                      	 0.30819   0.58651   0.17012  -1.06483  

  #324	21   	-7764.63145	Yes        	4        	0.236    	0.000    	 0.28927   0.20330   0.28336   0.22407	-1.04020   0.11456   0.63798   0.28766  
      	     	          	           	          	           	             	                                      	 0.16300  -0.92059   0.04962   0.70797  
      	     	          	           	          	           	             	                                      	 0.65128   0.03560  -0.84600   0.15911  
      	     	          	           	          	           	             	                                      	 0.37135   0.64234   0.20121  -1.21490  

  #325	21   	-7653.01187	Yes        	4        	0.216    	0.000    	 0.28648   0.18373   0.28190   0.24789	-1.07446   0.10170   0.64436   0.32840  
      	     	          	           	          	           	             	                                      	 0.15858  -0.99570   0.10345   0.73367  
      	     	          	           	          	           	             	                                      	 0.65485   0.06742  -0.85843   0.13616  
      	     	          	           	          	           	             	                                      	 0.37953   0.54376   0.15484  -1.07813  

  #326	21   	-7432.70005	Yes        	4        	0.234    	0.000    	 0.27276   0.20640   0.28850   0.23234	-1.01222   0.09987   0.64763   0.26472  
      	     	          	           	          	           	             	                                      	 0.13198  -0.97983   0.07147   0.77637  
      	     	          	           	          	           	             	                                      	 0.61230   0.05114  -0.83297   0.16953  
      	     	          	           	          	           	             	                                      	 0.31078   0.68969   0.21051  -1.21097  

  #327	21   	-7393.70301	Yes        	4        	0.227    	0.000    	 0.27485   0.20969   0.28582   0.22964	-1.03472   0.11547   0.58263   0.33661  
      	     	          	           	          	           	             	                                      	 0.15136  -0.98043   0.08395   0.74512  
      	     	          	           	          	           	             	                                      	 0.56027   0.06159  -0.76796   0.14610  
      	     	          	           	          	           	             	                                      	 0.40289   0.68039   0.18185  -1.26513  

